chan,utime,isotime,source,heard,level,error,dti,name,symbol,latitude,longitude,speed,course,altitude,frequency,offset,tone,system,status,telemetry,comment
0,1737838522,2025-01-25T20:55:22Z,PD5RT-15,PI1SHB,36(11/13),0,D,PD5RT-15,/v,,,,,,,,,,,,
0,1737838531,2025-01-25T20:55:31Z,PB2JJ-9,PI1SHB?,44(12/11),0,`,PB2JJ-9,/>,51.772000,5.261000,48.0,151.0,-1.0,430.125,+1600,77.0,Yaesu FTM-400DR,En Route,,
0,1737838535,2025-01-25T20:55:35Z,PB2JJ-9,ON0ANT-10?,80(19/19),0,`,PB2JJ-9,/>,51.772000,5.261000,48.0,151.0,-1.0,430.125,+1600,77.0,Yaesu FTM-400DR,En Route,,
0,1737838536,2025-01-25T20:55:36Z,ON0ANT-10,ON0ANT-10,85(19/20),0,@,ON0ANT-10,/-,51.217167,4.419500,,,,,,,SQ3PLX http://microsat.com.pl/,,,"WX3in1Plus2.0 U=12.2V,T=??.?C/??.?F"
0,1737838537,2025-01-25T20:55:37Z,ON0ANT-10,PI1SHB,39(11/11),0,@,ON0ANT-10,/-,51.217167,4.419500,,,,,,,SQ3PLX http://microsat.com.pl/,,,"WX3in1Plus2.0 U=12.2V,T=??.?C/??.?F"
0,1737838537,2025-01-25T20:55:37Z,PI1SHB,PI1SHB,34(12/12),0,D,PI1SHB,/ ,,,,,,,,,,,,
0,1737838576,2025-01-25T20:56:16Z,PA2WDR-10,PA2WDR-10,50(11/11),0,`,PA2WDR-10,/-,51.834333,4.355000,0.0,,,,,,Mic-Emsg,In Service,,_1
0,1737838579,2025-01-25T20:56:19Z,PA2WDR-10,ON0ANT-10?,85(20/18),0,`,PA2WDR-10,/-,51.834333,4.355000,0.0,,,,,,Mic-Emsg,In Service,,_1
0,1737838580,2025-01-25T20:56:20Z,PA2WDR-10,PI1SHB?,49(12/12),0,`,PA2WDR-10,/-,51.834333,4.355000,0.0,,,,,,Mic-Emsg,In Service,,_1
0,1737838593,2025-01-25T20:56:33Z,DB0BOH-10,PI1SHB,41(13/12),0,@,DB0BOH-10,/#,51.843000,6.614333,,,,,,,SQ3PLX http://microsat.com.pl/,,,APRS DIGI Bocholt U=14.0V.
0,1737838594,2025-01-25T20:56:34Z,PI1SHB,PI1SHB,36(11/11),0,D,PI1SHB,/ ,,,,,,,,,,,,
0,1737838615,2025-01-25T20:56:55Z,ON7DE,ON0ANT-10,87(19/19),0,>,ON7DE,/ ,,,,,,,,,UIview 32 bit apps,,,oper. Eddy  QTH Londerzeel JO20DX
0,1737838616,2025-01-25T20:56:56Z,ON7DE,PI1SHB?,43(11/12),0,>,ON7DE,/ ,,,,,,,,,UIview 32 bit apps,,,oper. Eddy  QTH Londerzeel JO20DX
0,1737838619,2025-01-25T20:56:59Z,PA2WDR-10,PA2WDR-10,56(11/11),0,`,PA2WDR-10,/-,51.834333,4.355000,0.0,,,,,,Mic-Emsg,In Service,,_1
0,1737838628,2025-01-25T20:57:08Z,ON7DE,PI1SHB?,46(12/12),0,<,ON7DE,/ ,,,,,,,,,UIview 32 bit apps,,,"IGATE,MSG_CNT=0,LOC_CNT=33"
0,1737838643,2025-01-25T20:57:23Z,PI1DRV,PI1DRV,49(20/20),0,!,PI1DRV,T#,52.208167,4.881667,,,,,,,"DireWolf, WB2OSZ",,,/Digi Mijdrecht (DireWolf 1.4)
0,1737838645,2025-01-25T20:57:25Z,PI1DFT-2,PI1SHB,43(12/11),0,@,PI1DFT-2,/#,51.995000,4.335833,,,,432.500,,,SQ3PLX http://microsat.com.pl/,,,PI1DFT.432.500 MHz Digi Delft
0,1737838651,2025-01-25T20:57:31Z,PB2JJ-9,PI1SHB?,44(12/12),0,`,PB2JJ-9,/>,51.751833,5.289667,51.0,145.0,4.0,430.125,+1600,77.0,Yaesu FTM-400DR,En Route,,
0,1737838677,2025-01-25T20:57:57Z,PA2WDR-10,PA2WDR-10,47(11/12),0,`,PA2WDR-10,/-,51.834333,4.355000,0.0,,,,,,Mic-Emsg,In Service,,_1
0,1737838702,2025-01-25T20:58:22Z,PI1SHB,PI1SHB,43(12/12),0,;,PI4OSS,C-,51.764667,5.526667,,,,145.475,,,>40 APRSmax,,, VERON A36 Oss
0,1737838705,2025-01-25T20:58:25Z,PD5RT-15,PI1SHB,40(12/12),0,D,PD5RT-15,/v,,,,,,,,,,,,
0,1737838709,2025-01-25T20:58:29Z,PA2WDR-10,PA2WDR-10,44(11/11),0,`,PA2WDR-10,/-,51.834333,4.355000,0.0,,,,,,Mic-Emsg,In Service,,_1
0,1737838712,2025-01-25T20:58:32Z,PA2WDR-10,PI1SHB?,50(12/12),0,`,PA2WDR-10,/-,51.834333,4.355000,0.0,,,,,,Mic-Emsg,In Service,,_1
0,1737838741,2025-01-25T20:59:01Z,PA2WDR-10,PA2WDR-10,39(11/11),0,`,PA2WDR-10,/-,51.834333,4.355000,0.0,,,,,,Mic-Emsg,In Service,,_1
0,1737838765,2025-01-25T20:59:25Z,PE1FTV-10,PI1SHB?,44(13/12),0,!,PE1FTV-10,/I,51.352833,5.385000,,,,,,,"DireWolf, WB2OSZ",,,IGate Riethoven
0,1737838771,2025-01-25T20:59:31Z,PB2JJ-9,PI1SHB?,43(12/13),0,`,PB2JJ-9,/>,51.730000,5.314500,48.0,139.0,-2.0,430.125,+1600,77.0,Yaesu FTM-400DR,En Route,,
0,1737838786,2025-01-25T20:59:46Z,PD5RT-15,PI1SHB,43(13/13),0,!,PD5RT-15,\?,52.126500,6.208833,,,,,,,DIGI_NED,,,Multi QRG RX iGate Zutphen
0,1737838789,2025-01-25T20:59:49Z,PD5RT-15,ON0ANT-10?,91(19/18),1,!,PD5RT-15,\?,52.126500,6.208833,,,,,,,DIGI_NED,,,Multi QRG RX iGate Zutphen
0,1737838827,2025-01-25T21:00:27Z,PD5RT-15,PI1SHB,37(11/11),0,D,PD5RT-15,/v,,,,,,,,,,,,
0,1737838833,2025-01-25T21:00:33Z,ON0ANT-10,ON0ANT-10,88(20/19),0,@,ON0ANT-10,/-,51.217167,4.419500,,,,,,,SQ3PLX http://microsat.com.pl/,,,"WX3in1Plus2.0 U=12.2V,T=??.?C/??.?F"
0,1737838834,2025-01-25T21:00:34Z,ON0ANT-10,PI1SHB,40(11/13),0,@,ON0ANT-10,/-,51.217167,4.419500,,,,,,,SQ3PLX http://microsat.com.pl/,,,"WX3in1Plus2.0 U=12.2V,T=??.?C/??.?F"
0,1737838841,2025-01-25T21:00:41Z,PA7WP-7,PI1SHB?,45(11/13),0,`,PA7WP-7,/-,51.843833,4.954500,0.0,,,432.775,,88.5,Yaesu FT1D,Off Duty,,&CTCSS88.5Hz
0,1737838843,2025-01-25T21:00:43Z,PA7WP-7,ON0ANT-10?,89(20/19),1,`,PA7WP-7,/-,51.843833,4.954500,0.0,,,432.775,,88.5,Yaesu FT1D,Off Duty,,&CTCSS88.5Hz
0,1737838848,2025-01-25T21:00:48Z,PA5MB-10,ON0ANT-10?,86(19/20),1,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737838854,2025-01-25T21:00:54Z,PI1SHB,PI1SHB,44(12/13),0,},PI1SHB,/ ,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1737838889,2025-01-25T21:01:29Z,DB0BOH-10,PI1SHB,43(11/11),0,@,DB0BOH-10,/#,51.843000,6.614333,,,,,,,SQ3PLX http://microsat.com.pl/,,,Gateway Bocholt U=14.0V.
0,1737838945,2025-01-25T21:02:25Z,PI1DFT-2,PI1SHB,40(11/11),0,@,PI1DFT-2,/#,51.995000,4.335833,,,,432.500,,,SQ3PLX http://microsat.com.pl/,,,PI1DFT.432.500 MHz Digi Delft
0,1737838952,2025-01-25T21:02:32Z,PI1SHB,PI1SHB,47(12/13),0,T,PI1SHB,/ ,,,,,,,,,>40 APRSmax,,"Seq=958, Avg 10m=0.0735 Rx Erlang, Avg 10m=0.0295 Tx Erlang, RxPkts=61.0 count/10m, IGateDropRx=61.0 count/10m, TxPkts=25.0 count/10m, D1=0, D2=0, D3=0, D4=0, D5=0, D6=0, D7=0, D8=0",
0,1737838956,2025-01-25T21:02:36Z,PD3V,PI1SHB?,48(11/12),0,`,PD3V,/-,51.601833,5.228333,0.0,,,,,,Mic-Emsg,In Service,,- QRV: Tom_1
0,1737838957,2025-01-25T21:02:37Z,PI1SHB,PI1SHB,39(11/11),0,},PI1SHB,/ ,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1737838959,2025-01-25T21:02:39Z,PB2JJ-9,PI1SHB?,44(13/14),0,`,PB2JJ-9,/>,51.697500,5.351667,48.0,178.0,1.0,430.125,+1600,77.0,Yaesu FTM-400DR,En Route,,
0,1737838962,2025-01-25T21:02:42Z,PB2JJ-9,ON0ANT-10?,82(18/19),0,`,PB2JJ-9,/>,51.697500,5.351667,48.0,178.0,1.0,430.125,+1600,77.0,Yaesu FTM-400DR,En Route,,
0,1737838962,2025-01-25T21:02:42Z,PD3V,ON0ANT-10?,86(18/19),0,`,PD3V,/-,51.601833,5.228333,0.0,,,,,,Mic-Emsg,In Service,,- QRV: Tom_1
0,1737838970,2025-01-25T21:02:50Z,PA5MB-10,ON0ANT-10?,84(18/19),0,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737838974,2025-01-25T21:02:54Z,PA5MB-10,ON0ANT-10?,86(19/19),0,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737838982,2025-01-25T21:03:02Z,PA5MB-10,PI1SHB?,39(11/12),0,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737838985,2025-01-25T21:03:05Z,PA5MB-10,ON0ANT-10?,82(18/19),0,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737838986,2025-01-25T21:03:06Z,PA5MB-10,ON0ANT-10?,90(19/19),0,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737838993,2025-01-25T21:03:13Z,PA5MB-10,ON0ANT-10?,85(19/19),1,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737838997,2025-01-25T21:03:17Z,PA5MB-10,ON0ANT-10?,90(19/18),1,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737839020,2025-01-25T21:03:40Z,PI1SHB,PI1SHB,38(11/12),0,;,PI2SHB,/r,51.709333,5.319333,,,,430.175,+1600,71.9,>40 APRSmax,,,
0,1737839024,2025-01-25T21:03:44Z,PD5RT-15,PI1SHB,37(11/11),0,D,PD5RT-15,/v,,,,,,,,,,,,
0,1737839043,2025-01-25T21:04:03Z,PB2JJ-9,PI1SHB?,46(11/12),0,`,PB2JJ-9,/>,51.679500,5.345500,49.0,209.0,4.0,430.087,+1600,0.0,Yaesu FTM-400DR,En Route,,
0,1737839048,2025-01-25T21:04:08Z,ON0TVO,ON0ANT-10?,84(18/19),0,@,ON0TVO,/#,51.044833,3.701667,,,,,,,SQ3PLX http://microsat.com.pl/,,,DIGI Gent
0,1737839059,2025-01-25T21:04:19Z,ON0ABT-2,PI1SHB?,44(11/12),0,=,ON0ABT-2,2#,51.115167,3.315500,,,,,,,SQ3PLX http://microsat.com.pl/,,, DIGI Beernem - WOC vzw
0,1737839069,2025-01-25T21:04:29Z,ON1TG-10,ON0ANT-10?,81(19/19),0,@,ON1TG-10,/-,51.215667,2.899667,,,,,,,SQ3PLX http://microsat.com.pl/,,,WX3in1Plus2.0 Tom ON1TG - My House In The Middle Of The Street
0,1737839074,2025-01-25T21:04:34Z,PB2JJ-9,PI1SHB?,44(11/12),0,`,PB2JJ-9,/>,51.676000,5.336500,47.0,258.0,0.0,430.087,+1600,0.0,Yaesu FTM-400DR,En Route,,
0,1737839110,2025-01-25T21:05:10Z,PI1SHB,PI1SHB,42(12/12),0,=,PI1SHB,/#,51.700333,5.346333,,,,,,,APRSISCE win32 version,,,/2m Digi/IGate 's-Hertogenbosch
0,1737839114,2025-01-25T21:05:14Z,PI1SHB,PI1SHB,36(11/11),0,},PI1SHB,/ ,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1737839123,2025-01-25T21:05:23Z,PI1SHB,PI1SHB,40(10/12),0,},PI1SHB,/ ,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1737839127,2025-01-25T21:05:27Z,PD5RT-15,PI1SHB,38(11/11),0,D,PD5RT-15,/v,,,,,,,,,,,,
0,1737839131,2025-01-25T21:05:31Z,PD5RT-15,ON0ANT-10?,87(18/19),1,D,PD5RT-15,/v,,,,,,,,,,,,
0,1737839135,2025-01-25T21:05:35Z,ON0ANT-10,PI1SHB,40(11/11),0,@,ON0ANT-10,/-,51.217167,4.419500,,,,,,,SQ3PLX http://microsat.com.pl/,,,"WX3in1Plus2.0 U=12.2V,T=??.?C/??.?F"
0,1737839150,2025-01-25T21:05:50Z,PI1DRV,PI1DRV,53(19/21),0,},PI1DRV,/ ,,,,,,,,,"DireWolf, WB2OSZ",,,
0,1737839154,2025-01-25T21:05:54Z,PA2WDR-10,PA2WDR-10,41(11/11),0,`,PA2WDR-10,/-,51.834333,4.355000,0.0,,,,,,Mic-Emsg,In Service,,_1
0,1737839156,2025-01-25T21:05:56Z,PI1SHB,PI1SHB,44(12/12),0,!,PI1SHB,/#,51.700333,5.346333,,,,,,,>40 APRSmax,,,/Cross-Band Digi/IGate 's-Hertogenbosch
0,1737839157,2025-01-25T21:05:57Z,PA2WDR-10,PI1SHB?,40(12/12),0,`,PA2WDR-10,/-,51.834333,4.355000,0.0,,,,,,Mic-Emsg,In Service,,_1
0,1737839168,2025-01-25T21:06:08Z,PB2JJ-9,PI1SHB?,44(12/12),0,`,PB2JJ-9,/>,51.667167,5.306167,46.0,226.0,5.0,430.125,+1600,77.0,Yaesu FTM-400DR,En Route,,
0,1737839186,2025-01-25T21:06:26Z,PA2WDR-10,PA2WDR-10,39(11/12),0,`,PA2WDR-10,/-,51.834333,4.355000,0.0,,,,,,Mic-Emsg,In Service,,_1
0,1737839192,2025-01-25T21:06:32Z,PI1SHB,PI1SHB,40(11/12),0,},PI1SHB,/ ,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1737839200,2025-01-25T21:06:40Z,PB2JJ-9,PI1SHB?,46(13/14),0,`,PB2JJ-9,/>,51.661000,5.302167,46.0,180.0,1.0,430.125,+1600,77.0,Yaesu FTM-400DR,En Route,,
0,1737839205,2025-01-25T21:06:45Z,DB0BOH-10,PI1SHB,41(11/12),0,@,DB0BOH-10,/#,51.843000,6.614333,,,,,,,SQ3PLX http://microsat.com.pl/,,,"Bocholt 438,725 und 438,350 U=13.8V."
0,1737839213,2025-01-25T21:06:53Z,ON0ABT-2,PI1SHB?,48(13/13),0,:,ON0ABT-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737839218,2025-01-25T21:06:58Z,DB0ET,PI1SHB?,40(13/12),0,',DB0ET,/r,53.405833,7.015667,0.0,,65.0,438.925,,,Unknown manufacturer,In Service,, FM Repeater LH Campen
0,1737839240,2025-01-25T21:07:20Z,PA2WDR-10,PA2WDR-10,39(10/12),0,`,PA2WDR-10,/-,51.834333,4.355000,0.0,,,,,,Mic-Emsg,In Service,,_1
0,1737839242,2025-01-25T21:07:22Z,PA2WDR-10,PI1SHB?,49(11/13),0,`,PA2WDR-10,/-,51.834333,4.355000,0.0,,,,,,Mic-Emsg,In Service,,_1
0,1737839246,2025-01-25T21:07:26Z,PI1DFT-2,PI1SHB,41(11/11),0,@,PI1DFT-2,/#,51.995000,4.335833,,,,432.500,,,SQ3PLX http://microsat.com.pl/,,,PI1DFT.432.500 MHz Digi Delft
0,1737839319,2025-01-25T21:08:39Z,PB2JJ-9,PI1SHB?,44(11/12),0,`,PB2JJ-9,/>,51.634167,5.311167,49.0,170.0,0.0,430.125,+1600,77.0,Yaesu FTM-400DR,En Route,,
0,1737839353,2025-01-25T21:09:13Z,ON4AGP-9,PI1SHB?,53(15/15),0,`,ON4AGP-9,/>,51.042333,4.457167,22.0,301.0,11.0,,,,Kenwood TM-D700,En Route,,
0,1737839386,2025-01-25T21:09:46Z,PD5RT-15,PI1SHB?,43(12/12),0,!,PD5RT-15,\?,52.126500,6.208833,,,,,,,DIGI_NED,,,Multi QRG RX iGate Zutphen
0,1737839416,2025-01-25T21:10:16Z,ON4AGP-9,ON0ANT-10,84(19/19),0,`,ON4AGP-9,/>,51.042333,4.449333,0.0,236.0,16.0,,,,Kenwood TM-D700,En Route,,
0,1737839417,2025-01-25T21:10:17Z,ON4AGP-9,PI1SHB?,51(14/13),0,`,ON4AGP-9,/>,51.042333,4.449333,0.0,236.0,16.0,,,,Kenwood TM-D700,En Route,,
0,1737839426,2025-01-25T21:10:26Z,PB2JJ-9,PI1SHB?,43(11/12),0,`,PB2JJ-9,/>,51.610500,5.321500,50.0,139.0,0.0,430.125,+1600,77.0,Yaesu FTM-400DR,En Route,,
0,1737839431,2025-01-25T21:10:31Z,PD5RT-15,PI1SHB,44(11/11),0,D,PD5RT-15,/v,,,,,,,,,,,,
0,1737839433,2025-01-25T21:10:33Z,PA2WDR-10,PA2WDR-10,46(11/12),0,`,PA2WDR-10,/-,51.834333,4.355000,0.0,,,,,,Mic-Emsg,In Service,,_1
0,1737839442,2025-01-25T21:10:42Z,ON0ANT-10,PI1SHB,48(12/12),0,@,ON0ANT-10,/-,51.217167,4.419500,,,,,,,SQ3PLX http://microsat.com.pl/,,,"WX3in1Plus2.0 U=12.2V,T=??.?C/??.?F"
0,1737839452,2025-01-25T21:10:52Z,PA5MB-10,ON0ANT-10?,86(18/18),1,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737839476,2025-01-25T21:11:16Z,ON4AGP-9,PI1SHB?,51(13/12),0,`,ON4AGP-9,/>,51.036500,4.449833,55.0,200.0,11.0,,,,Kenwood TM-D700,En Route,,
0,1737839479,2025-01-25T21:11:19Z,PA2WDR-10,PA2WDR-10,43(10/11),0,`,PA2WDR-10,/-,51.834333,4.355000,0.0,,,,,,Mic-Emsg,In Service,,_1
0,1737839481,2025-01-25T21:11:21Z,PA2WDR-10,ON0ANT-10?,89(20/18),0,`,PA2WDR-10,/-,51.834333,4.355000,0.0,,,,,,Mic-Emsg,In Service,,_1
0,1737839481,2025-01-25T21:11:21Z,PA2WDR-10,PI1SHB?,49(14/12),0,`,PA2WDR-10,/-,51.834333,4.355000,0.0,,,,,,Mic-Emsg,In Service,,_1
0,1737839507,2025-01-25T21:11:47Z,PA5MB-10,ON0ANT-10?,89(19/20),1,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737839543,2025-01-25T21:12:23Z,PI1DRV,PI1DRV,50(19/20),0,!,PI1DRV,T#,52.208167,4.881667,,,,,,,"DireWolf, WB2OSZ",,,/Digi Mijdrecht (DireWolf 1.4)
0,1737839546,2025-01-25T21:12:26Z,PI1DFT-2,PI1SHB,40(12/12),0,@,PI1DFT-2,/#,51.995000,4.335833,,,,432.500,,,SQ3PLX http://microsat.com.pl/,,,PI1DFT.432.500 MHz Digi Delft
0,1737839547,2025-01-25T21:12:27Z,PB2JJ-9,PI1SHB?,33(11/12),0,`,PB2JJ-9,/>,51.588167,5.351667,53.0,146.0,2.0,430.125,+1600,77.0,Yaesu FTM-400DR,En Route,,
0,1737839552,2025-01-25T21:12:32Z,PI1DFT-2,ON0ANT-10?,80(20/18),0,@,PI1DFT-2,/#,51.995000,4.335833,,,,432.500,,,SQ3PLX http://microsat.com.pl/,,,PI1DFT.432.500 MHz Digi Delft
0,1737839553,2025-01-25T21:12:33Z,PB2JJ-9,ON0ANT-10?,82(19/19),0,`,PB2JJ-9,/>,51.588167,5.351667,53.0,146.0,2.0,430.125,+1600,77.0,Yaesu FTM-400DR,En Route,,
0,1737839556,2025-01-25T21:12:36Z,PD3V,PI1SHB?,48(13/14),0,`,PD3V,/-,51.601833,5.228333,0.0,,,,,,Mic-Emsg,In Service,,- QRV: Tom_1
0,1737839557,2025-01-25T21:12:37Z,PI1SHB,PI1SHB,43(10/13),0,},PI1SHB,/ ,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1737839559,2025-01-25T21:12:39Z,PD3V,ON0ANT-10?,89(18/18),0,`,PD3V,/-,51.601833,5.228333,0.0,,,,,,Mic-Emsg,In Service,,- QRV: Tom_1
0,1737839577,2025-01-25T21:12:57Z,PA2WDR-10,PA2WDR-10,39(11/14),0,`,PA2WDR-10,/-,51.834333,4.355000,0.0,,,,,,Mic-Emsg,In Service,,_1
0,1737839578,2025-01-25T21:12:58Z,PA2WDR-10,ON0ANT-10?,82(19/18),0,`,PA2WDR-10,/-,51.834333,4.355000,0.0,,,,,,Mic-Emsg,In Service,,_1
0,1737839579,2025-01-25T21:12:59Z,PA2WDR-10,PI1SHB?,49(13/14),0,`,PA2WDR-10,/-,51.834333,4.355000,0.0,,,,,,Mic-Emsg,In Service,,_1
0,1737839583,2025-01-25T21:13:03Z,PB2JJ-9,PI1SHB?,43(11/11),0,`,PB2JJ-9,/>,51.580000,5.355833,50.0,177.0,11.0,430.125,+1600,77.0,Yaesu FTM-400DR,En Route,,
0,1737839598,2025-01-25T21:13:18Z,ON4AGP-9,ON0ANT-10,84(19/18),0,`,ON4AGP-9,/>,51.002333,4.459167,65.0,150.0,13.0,,,,Kenwood TM-D700,En Route,,
0,1737839598,2025-01-25T21:13:18Z,ON4AGP-9,PI1SHB?,51(13/12),0,`,ON4AGP-9,/>,51.002333,4.459167,65.0,150.0,13.0,,,,Kenwood TM-D700,En Route,,
0,1737839613,2025-01-25T21:13:33Z,PI1SHB,PI1SHB,44(12/12),0,;,PI6SHB,/r,51.699667,5.347333,,,,1242.350,+2800,71.9,>40 APRSmax,,,0
0,1737839647,2025-01-25T21:14:07Z,PA5MB-10,ON0ANT-10,80(19/17),0,!,PA5MB-10,/#,51.565500,4.655500,,,,,,,SQ3FYK.com WX/Digi and SQ3PLX http://microsat.com.pl/,,,"6/Solar & Wind powered Igate / Digi JO21HN U=13.5V,T=26.7C"
0,1737839648,2025-01-25T21:14:08Z,PA5MB-10,PI1SHB?,33(11/12),0,!,PA5MB-10,/#,51.565500,4.655500,,,,,,,SQ3FYK.com WX/Digi and SQ3PLX http://microsat.com.pl/,,,"6/Solar & Wind powered Igate / Digi JO21HN U=13.5V,T=26.7C"
0,1737839681,2025-01-25T21:14:41Z,PA5MB-10,ON0ANT-10?,60(18/19),0,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737839683,2025-01-25T21:14:43Z,PA5MB-10,ON0ANT-10?,80(19/19),0,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737839700,2025-01-25T21:15:00Z,PI6BLA,PI6BLA,90(18/18),1,@,PI6BLA,/-,51.363167,5.250000,,,,,,,SQ3PLX http://microsat.com.pl/,,,"digi.i-gate, LoRa Bladel "
0,1737839701,2025-01-25T21:15:01Z,PI6BLA,PI1SHB,41(11/11),0,@,PI6BLA,/-,51.363167,5.250000,,,,,,,SQ3PLX http://microsat.com.pl/,,,"digi.i-gate, LoRa Bladel "
0,1737839701,2025-01-25T21:15:01Z,PI1SHB,PI1SHB,32(11/11),0,},PI1SHB,/ ,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1737839703,2025-01-25T21:15:03Z,PI6BLA,ON0ANT-10,76(19/18),0,@,PI6BLA,/-,51.363167,5.250000,,,,,,,SQ3PLX http://microsat.com.pl/,,,"digi.i-gate, LoRa Bladel "
0,1737839718,2025-01-25T21:15:18Z,DB0OTV-2,PI6BLA?,87(17/19),1,T,DB0OTV-2,/U,,,,,,,,,Open Track,,"Seq=203, A1=150, A2=174, A3=251, A4=0, A5=0, D1=0, D2=0, D3=0, D4=0, D5=0, D6=0, D7=1, D8=0",
0,1737839723,2025-01-25T21:15:23Z,ON4AGP-9,ON0ANT-10,80(19/19),0,`,ON4AGP-9,/>,50.973167,4.489667,58.0,167.0,12.0,,,,Kenwood TM-D700,En Route,,
0,1737839724,2025-01-25T21:15:24Z,ON4AGP-9,PI1SHB?,51(13/14),0,`,ON4AGP-9,/>,50.973167,4.489667,58.0,167.0,12.0,,,,Kenwood TM-D700,En Route,,
0,1737839727,2025-01-25T21:15:27Z,ON4AGP-9,PI6BLA?,88(18/19),0,`,ON4AGP-9,/>,50.973167,4.489667,58.0,167.0,12.0,,,,Kenwood TM-D700,En Route,,
0,1737839734,2025-01-25T21:15:34Z,ON0ANT-10,ON0ANT-10,73(18/18),0,@,ON0ANT-10,/-,51.217167,4.419500,,,,,,,SQ3PLX http://microsat.com.pl/,,,"WX3in1Plus2.0 U=12.2V,T=??.?C/??.?F"
0,1737839735,2025-01-25T21:15:35Z,ON0ANT-10,PI1SHB,39(11/12),0,@,ON0ANT-10,/-,51.217167,4.419500,,,,,,,SQ3PLX http://microsat.com.pl/,,,"WX3in1Plus2.0 U=12.2V,T=??.?C/??.?F"
0,1737839745,2025-01-25T21:15:45Z,PD5RT-15,PI1SHB,35(11/11),0,D,PD5RT-15,/v,,,,,,,,,,,,
0,1737839750,2025-01-25T21:15:50Z,PD5RT-15,ON0ANT-10?,82(19/18),0,D,PD5RT-15,/v,,,,,,,,,,,,
0,1737839754,2025-01-25T21:15:54Z,PI1SHB,PI1SHB,43(12/12),0,},PI1SHB,/ ,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1737839755,2025-01-25T21:15:55Z,PA2WDR-10,PA2WDR-10,42(11/11),0,`,PA2WDR-10,/-,51.834333,4.355000,0.0,,,,,,Mic-Emsg,In Service,,_1
0,1737839758,2025-01-25T21:15:58Z,PA2WDR-10,ON0ANT-10?,81(18/19),0,`,PA2WDR-10,/-,51.834333,4.355000,0.0,,,,,,Mic-Emsg,In Service,,_1
0,1737839759,2025-01-25T21:15:59Z,PA2WDR-10,PI1SHB?,49(13/12),0,`,PA2WDR-10,/-,51.834333,4.355000,0.0,,,,,,Mic-Emsg,In Service,,_1
0,1737839804,2025-01-25T21:16:44Z,PA5MB-10,ON0ANT-10?,77(18/18),0,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737839818,2025-01-25T21:16:58Z,ON0ABT-2,ON0ANT-10,60(18/19),0,:,ON0ABT-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737839819,2025-01-25T21:16:59Z,ON0ABT-2,ON0ANT-10,60(18/19),0,:,ON0ABT-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737839820,2025-01-25T21:17:00Z,ON0ABT-2,ON0ANT-10,60(18/19),0,:,ON0ABT-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737839820,2025-01-25T21:17:00Z,ON0ABT-2,ON0ANT-10,84(18/19),0,:,ON0ABT-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737839822,2025-01-25T21:17:02Z,ON0ABT-2,PI1SHB?,39(11/12),0,:,ON0ABT-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737839823,2025-01-25T21:17:03Z,ON0ABT-2,PI1SHB?,38(11/12),0,:,ON0ABT-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737839823,2025-01-25T21:17:03Z,ON0ABT-2,PI1SHB?,37(11/11),0,:,ON0ABT-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
